staff_charge_per_night,staff_timings,staff_24hr_available,overtime_charge,errand_charge
Guest Staff - 2500++,Male : 8 am - 10 pm Female : 8 am - 8pm,False,1200 Rs (10pm-2am)/ day per staff,300++
